51309398297,fff,255,251
51309406873,ggb,17,253
51309410687,eda,195,267
51309419974,aeg,256,150
51309432232,gdf,175,143
51309432472,cce,262,56
51309457474,fdd,267,36
51309461300,dfa,50,170
51309471872,dag,251,282
51309476676,edg,105,17
51309483909,bec,235,42
51309500108,ccg,299,149
51309503586,gga,267,29
51309514965,dge,36,323
51309515373,fac,88,258
51309531711,dad,27,168
51309540067,ffg,275,36
51309551059,fga,97,96
51309579869,dae,208,91
51309582656,adf,194,47
51309582864,aaa,26,87
51309605073,bcc,224,99
51309610826,fbe,10,29
51309623687,egf,158,166
51309647398,ggd,249,82
51309651452,cde,23,211
51309653905,ede,267,277
51309659459,agc,284,207
51309661222,bfb,139,46
51309663086,bbc,287,255
51309670940,dac,62,324
51309673127,bgd,212,230
51309673239,ccd,79,268
51309681612,fde,180,39
51309683006,fdc,251,71
51309714614,cff,178,94
51309723759,cfg,50,272
51309736667,efg,200,130
51309745776,ecg,93,206
51309766416,gae,133,275
51309768724,ebe,128,275
51309770282,dbb,31,281
51309771614,efc,66,180
51309775093,feg,23,210
51309786422,gbe,176,30
51309821745,ffa,138,240
51309829446,gba,95,219
51309830676,fdd,280,33
51309834959,ffd,33,52
51309838001,daa,89,6
51309840567,fee,245,213
51309853311,fad,58,58
51309864522,ddb,259,34
51309872042,adc,45,162
51309872425,cgc,31,255
51309874846,feg,74,203
51309882075,eee,211,81
51309892178,aff,27,114
51309900233,dba,266,67
51309906371,cca,106,110
51309944665,cga,96,86
51309956453,gce,10,18
51309967965,bff,172,301
51309970415,adb,56,165
51309979346,cea,206,59
51310000422,fcb,215,154
51310024813,fbb,32,234
51310030638,adg,132,261
51310046080,fgb,47,54
51310074730,cab,62,324
51310091931,gaa,266,176
51310107336,eea,106,45
51310126634,ddd,31,167
51310134143,ead,139,13
51310135984,adf,178,52
51310149106,gaf,238,320
51310167640,bce,268,40
51310173609,dec,165,127
51310210071,add,93,185
51310223195,gac,101,32
51310236389,dgg,194,37
51310262697,gdg,65,81
51310270477,aeb,258,161
51310274043,agf,235,93
51310304540,cac,247,178
51310310483,cde,296,236
51310320627,cdc,291,62
51310322170,bea,37,296
51310333626,gag,114,105
51310335705,cdf,176,216
51310337432,ded,262,85
51310363090,cbb,283,127
51310368625,gbb,109,131
51310385314,aaf,60,83
51310420727,aad,177,64
51310425452,deg,143,52
51310462236,gca,212,50
51310508922,dcf,72,151
51310516717,ggc,53,258
51310531945,fde,291,43
51310536696,aef,144,99
51310538279,aec,93,128
51310555370,gbf,192,15
51310559800,edg,60,16
51310577351,bga,102,272
51310606593,cbb,241,113
51310614315,bca,240,101
51310616807,fcc,123,149
51310626419,faa,104,134
51310631401,fba,19,116
51310634024,fag,185,38
51310645821,ece,195,185
51310653746,afd,268,63
51310662001,eag,55,141
51310666432,gca,296,52
51310691364,afe,212,24
51310710395,bag,42,205
51310727201,fdc,108,76
51310729873,ced,278,233
51310729984,bdc,288,28
51310733021,fgd,137,24
51310747840,add,45,177
51310759809,ebd,198,128
51310763453,agf,281,89
51310777959,abf,177,99
51310803446,eef,168,187
51310804142,abc,112,242
51310817940,afc,18,33
51310878919,gbe,2,26
51310896170,bdd,25,72
51310896955,ega,138,176
51310929476,fgc,281,158
51310940269,aed,49,52
51310947782,dda,148,119
51310948129,gcd,282,80
51310952576,ddb,195,36
51310964398,afd,41,65
51310970268,aba,183,248
51310977646,efa,16,177
51311005195,acd,38,42
51311032334,fde,98,44
51311063583,bge,32,80
51311083704,ccb,163,5
51311093874,fcf,294,42
51311129290,gcg,125,258
51311132428,age,82,265
51311158850,bdg,275,5
51311166176,dbg,113,283
51311203592,bfa,48,71
51311219085,egc,155,65
51311240864,ddg,78,152
51311260085,abb,131,273
51311280649,acb,270,292
51311287749,fef,281,147
51311304390,fca,87,163
51311328507,bba,277,278
51311356857,aea,254,129
51311417885,bee,48,58
51311425669,bad,153,83
51311457227,fbc,205,143
51311506164,eff,284,154
51311529024,efc,260,153
51311537369,dag,30,231
51311561423,caa,156,120
51311581402,bbd,266,153
51311594773,gfd,182,6
51311644508,ede,24,310
51311676425,baa,43,169
51311683298,gde,44,52
51311740307,fad,107,60
51311788416,eeg,70,40
51311792573,ggc,135,263
51311793068,beg,160,89
51311820992,aab,217,101
51311851455,baf,37,185
51311868200,acc,99,132
51311884389,dge,66,374
51311892265,gaa,233,205
51311895359,geb,114,276
51311900976,egc,259,52
51311917534,dfd,82,172
51311935133,cga,267,88
51311951229,cdd,139,40
51311968379,aed,259,57
51312003685,fed,18,133
51312006455,gbe,152,30
51312089032,gcf,2,95
51312096001,bae,125,124
51312100848,aea,289,141
51312155160,gbg,95,56
51312161573,aac,47,59
51312169023,gae,156,319
51312193394,gde,14,61
51312213634,ada,49,199
51312230118,dcc,263,130
51312236048,afg,269,289
51312238684,gca,123,56
51312279284,gdd,31,117
51312315998,eff,272,127
51312339796,fdb,8,201
51312341527,ege,59,149
51312365762,eca,178,189
51312397625,ffa,53,201
51312431261,cfe,55,287
51312451496,dba,238,78
51312466681,bgc,277,253
51312472545,fbf,225,59
51312487338,bfg,282,240
51312488955,aga,67,28
51312490925,gbf,65,12
51312506341,bgd,69,230
51312511511,bgg,57,301
51312533730,ecf,156,308
51312550326,ecc,270,90
51312551210,fdg,218,196
51312558319,gea,235,108
51312568685,gef,286,269
51312568795,cac,299,174
51312569418,eac,193,311
51312585342,fcb,295,154
51312663981,dae,286,94
51312683042,gcg,285,227
51312707487,cee,64,27
51312713571,ddc,31,266
51312769091,aff,69,93
51312774890,dad,269,199
51312802993,gba,70,232
51312839536,bed,256,15
51312845294,abd,95,216
51312848226,dcg,147,209
51312881935,dfc,233,138
51312898209,ggg,143,298
51312918277,ecg,240,234
51312919460,bea,76,322
51312932847,dcf,188,163
51312933653,eaa,182,248
51312934117,dbc,106,21
51312934691,ebc,177,184
51312944626,adf,145,47
51312976115,aac,143,48
51312996352,caf,292,164
51313000511,cca,141,125
51313001370,fbd,12,185
51313012733,bgb,74,79
51313029644,cfb,218,226
51313030099,cca,230,108
51313045206,dga,195,156
51313090808,cec,107,215
51313096626,efb,198,246
51313104230,gfc,14,88
51313126085,fbc,232,135
51313170306,dgd,121,5
51313179682,bdb,274,309
51313194130,bbb,43,34
51313238168,ebd,123,102
51313244462,aag,241,5
51313279926,gfg,157,89
51313290034,acf,226,233
51313318797,def,103,59
51313319370,dbg,163,243
51313418239,bdc,57,28
51313418688,ced,242,246
51313466739,aee,56,204
51313468909,edf,14,49
51313524723,cge,235,189
51313550319,ffe,4,24
51313561489,fff,128,266
51313578723,cbf,12,15
51313617632,gba,265,185
51313621200,gdb,288,296
51313658724,bde,287,184
51313690685,bef,86,178
51313691287,cea,161,50
51313697423,bbf,284,250
51313711593,fga,80,77
51313712854,ffd,282,53
51313740441,dee,86,24
51313751920,abf,273,106
51313772577,egg,163,121
51313775054,cef,214,90
51313786677,ffe,95,23
51313840153,cde,38,226
51313841740,edd,211,254
51313845394,deb,211,242
51313864789,eec,234,132
51313900924,eag,210,160
51313902813,bbb,3,32
51313908084,ebf,133,226
51313912889,gcd,32,74
51313914113,fda,84,208
51313954116,dbc,292,24
51313984192,fdc,256,72
51314017950,ffb,50,16
51314021626,bfe,2,201
51314027979,bcd,193,242
51314038415,aed,130,46
51314040097,bac,276,17
51314054389,eef,88,153
51314055376,fce,93,224
51314055537,gfa,126,113
51314092601,ebe,234,269
51314102979,gfe,33,180
51314108689,daf,283,76
51314114293,cgb,202,195
51314124173,gcc,273,29
51314130594,daa,200,5
51314151376,eed,26,72
51314191333,aag,207,5
51314205633,fba,203,127
51314212984,fca,39,190
51314223992,cad,165,70
51314243874,fgb,272,60
51314252368,eac,41,351
51314275053,dab,40,127
51314333815,eab,159,21
51314410689,dca,165,229
51314413158,cdf,117,200
51314421465,fee,195,251
51314438902,ccg,154,119
51314444845,gab,237,187
51314466210,dbd,35,254
51314500967,dcd,131,224
51314510685,abc,81,215
51314565036,fea,210,188
51314588198,bca,299,111
51314603678,bcf,148,18
51314609161,fcc,220,177
51314613196,dce,236,40
51314632258,age,231,310
51314660344,cgd,104,343
51314672469,aee,165,191
51314688184,gcb,294,244
51314693642,gfe,170,156
51314736972,gff,187,170
51314745680,fae,16,183
51314762085,dfb,276,62
51314800974,eeg,127,44
51314813725,cfa,186,253
51314824379,bgf,218,84
51314845613,gge,54,39
51314845904,ccf,288,153
51314860010,gfa,3,114
51314876040,efg,287,115
51314888326,ead,122,15
51314898125,fgc,274,173
51314906955,cfa,159,202
51314910054,fcg,166,233
51314916967,gba,158,159
51314938447,bcg,191,137
51314943215,fgg,158,163
51314943769,fgf,173,150
51314945204,bfb,283,40
51314947528,cdg,143,83
51314993077,agd,43,217
51315002759,egc,280,45
51315006005,ceb,115,256
51315019872,gea,94,105
51315022786,bag,39,186
51315028248,eae,96,183
51315030940,bba,216,230
51315036530,dee,115,20
51315039426,bab,120,85
51315045092,gec,145,6
51315088471,bdf,34,299
51315095648,bbf,139,255
51315103011,afb,276,166
51315112346,fee,54,293
51315127318,eba,203,127
51315143470,ebb,35,71
51315176895,cdb,59,156
51315222625,beb,190,270
51315223882,cdd,217,38
51315225815,adb,138,191
51315227496,bea,70,363
51315230130,gfb,47,135
51315239854,bbc,114,226
51315244857,acb,24,327
51315270107,bcb,92,140
51315274435,dff,238,221
51315306711,gga,105,24
51315308605,aad,155,69
51315311005,dda,35,108
51315314972,gfg,202,97
51315325711,bfd,147,38
51315340240,gbb,68,134
51315345218,age,273,341
51315345874,edc,80,25
51315367695,fcf,87,48
51315370954,beb,134,251
51315392398,bda,50,34
51315411538,fdd,158,34
51315419978,dea,8,211
51315420930,dfe,87,30
51315425973,afa,220,90
51315429982,edb,62,97
51315435529,cgg,252,265
51315462583,ebd,69,81
51315474202,dge,265,411
51315502362,gdd,40,124
51315532040,eaf,36,50
51315536181,cae,28,211
51315581902,aca,254,98
51315638772,dag,275,226
51315642210,cgc,81,272
51315650379,faf,178,31
51315650598,ebg,166,352
51315653010,dgd,20,5
51315669950,gca,100,58
51315692045,afg,247,248
51315695313,geg,136,237
51315698282,cbd,190,231
51315702186,dcg,131,186
51315719606,cab,205,278
51315742159,gaa,142,200
51315766499,gfd,67,5
51315773718,fae,52,173
51315774260,fdb,256,170
51315776225,fbe,244,23
51315798206,bgb,225,86
51315798859,dfa,36,183
51315823046,gac,283,28
51315849325,dfe,253,34
51315872738,bbg,70,168
51315910044,bec,238,49
51315910397,gce,140,19
51315916752,fge,297,224
51315919058,aga,118,26
51315925901,aeg,235,129
51315934311,efe,298,172
51315970103,gbd,259,238
51315992164,ceg,106,10
51315994706,adf,155,47
51316000197,aaf,226,85
51316049670,gad,29,367
51316055786,cfc,110,274
51316114827,afd,174,52
51316119935,fgd,92,28
51316125231,ffc,69,185
51316132364,cbd,42,184
51316148636,eee,222,77
51316167861,egd,182,263
51316204368,bbe,250,163
51316217923,gdc,267,63
51316269315,cda,104,145
51316272006,egb,216,217
51316276914,aac,251,38
51316277136,abe,249,92
51316283496,afc,136,27
51316283554,eff,116,142
51316349352,ade,151,32
51316350287,ddc,207,223
51316356601,dde,133,32
51316357306,egc,68,41
51316366740,dca,195,187
51316374766,eag,102,144
51316378689,cag,59,138
51316387745,ecg,227,196
51316406125,aaa,280,93
51316423831,feb,42,211
51316428360,ecd,225,52
51316438479,ggf,273,63
51316440246,bff,171,307
51316481336,efc,107,179
51316483479,afe,253,20
51316485783,gaa,141,208
51316487024,dcb,285,74
51316497685,aga,56,30
51316514996,afe,264,22
51316516986,fec,252,272
51316556938,agg,213,62
51316589753,bae,196,101
51316617876,cba,136,222
51316636978,cbe,143,82
51316640178,fab,130,22
51316659161,cac,41,168
51316659749,aed,153,46
51316675672,eeb,136,122
51316710390,gfc,174,81
51316729967,dcd,153,210
51316736902,dcc,212,137
51316740413,bee,222,58
51316740742,efd,5,244
51316743762,dfe,212,35
51316763580,bee,97,55
51316794588,fcd,157,54
51316805258,ggd,122,77
51316809056,ffc,35,201
51316812828,ccc,66,147
51316822222,aec,145,131
51316825499,gcc,285,32
51316849994,bbg,33,161
51316858531,dab,180,120
51316874403,dbe,244,140
51316891435,egc,71,36
51316894473,cge,185,200
51316897270,ecg,219,197
51316897743,ged,296,149
51316922469,fgb,45,57
51316924092,dbf,36,42
51316935517,dfb,63,66
51316944368,ebc,84,165
51316961781,dgf,79,80
51316965371,aff,152,82
51316994093,aaa,107,95
51316994638,agb,177,179
51317034833,fca,127,165
51317059373,gcf,184,76
51317076208,gaf,273,268
51317093078,gdg,296,67
51317104482,gff,202,156
51317121422,eed,281,67
51317130763,ffd,52,52
51317174433,fde,129,48
51317184968,efb,27,214
51317228232,dac,104,281
51317229190,fab,243,24
51317288503,beb,132,210
51317294008,fgg,3,182
51317307315,ged,59,172
51317313142,ffe,280,23
51317343256,cee,25,24
51317390857,ace,220,117
51317408915,dag,51,214
51317409699,dcf,176,180
51317439068,faa,65,127
51317440239,agc,186,238
51317454150,bbb,199,32
51317485613,bfc,216,290
51317530901,fbf,134,70
51317559088,fff,108,236
51317605140,dgd,80,5
51317613856,fac,17,278
51317619321,fde,128,40
51317632125,gbc,71,139
51317635077,bgg,127,270
51317652319,gff,207,156
51317670829,adc,258,137
51317671344,bba,156,271
51317701764,ffc,35,237
51317708245,dfg,261,121
51317711575,aae,175,166
51317714520,cec,76,197
51317761522,dfd,16,166
51317772637,dbf,86,39
51317788572,cca,94,123
51317790386,fga,104,90
51317796532,gae,106,312
51317796903,bea,156,395
51317827481,cba,117,202
51317873683,feb,294,248
51317923432,fdg,119,199
51317939604,bed,19,12
51317948915,gdg,207,68
51317955019,eda,264,250
51317959376,ecb,39,114
51317964247,acg,151,321
51317967795,bca,288,120
51317981117,dae,110,97
51317982716,bfg,93,249
51317985579,gee,232,33
51317990141,cbb,6,109
51318054694,cfc,87,282
51318058399,edb,79,95
51318066456,bca,223,108
51318097345,abb,162,251
51318119163,dgb,93,170
51318140718,ddd,281,172
51318143515,dga,104,127
51318168425,cgg,73,302
51318180960,ece,240,179
51318188411,fdf,244,177
51318209757,cab,284,225
51318217178,ddf,174,220
51318226173,acf,287,263
51318237216,bce,128,46
51318265675,dgc,220,64
51318288258,gda,297,249
51318305779,ggb,46,268
51318306014,cff,194,111
51318315263,gaf,148,316
51318316476,cbb,57,125
51318319538,geb,219,256
51318333243,gga,38,28
51318337724,cbc,10,34
51318356486,ccd,293,273
51318362047,ffg,126,39
51318372802,gde,152,53
51318373020,efd,55,287
51318381748,bfa,162,70
51318398550,eae,89,210
51318418328,ead,183,15
51318422550,gfg,298,99
51318434210,bfc,27,307
51318491943,ade,161,33
51318497488,caa,34,117
51318507704,egf,95,161
51318514928,eef,45,148
51318527312,gcd,242,73
51318539823,dec,268,151
51318550792,cab,156,202
51318593850,bcd,164,246
51318594320,ffb,142,17
51318602646,bfc,153,313
51318609093,fee,25,316
51318630713,fcb,86,140
51318656642,fef,184,147
51318674728,efc,173,198
51318697070,dba,265,73
51318707893,fff,116,217
51318726580,afc,230,24
51318749441,gdf,39,160
51318763295,ffb,268,14
51318763332,ebc,271,148
51318778067,fbg,244,86
51318808448,bgb,222,76
51318814346,cfd,89,101
51318823920,bec,237,47
51318825121,cga,202,86
51318839234,ggc,127,234
